Course	Room	Teacher	Time	Students
007041	TH251	0162976	19	0362014 1070812 1155839 3064630 3065806 3085612 3092244 3103910 3105219 3188879 3217413 3323454 
007128	BYC100	0028980	34	0362014 1012362 1019072 1049392 1052099 1057570 1058853 1059804 1068660 1070812 1071318 1073179 1073428 1074737 1093453 1094952 1097508 1104323 1123611 1136139 1137568 1141766 1141987 1163270 1163883 3059978 3062862 3065426 3065806 3068612 3069318 3071694 3073483 3078066 
002856	EHLEC	0406445	19	0692830 1075130 1153904 1162443 1163242 3079872 3082370 3085126 3090312 3092604 3092781 3093184 3094700 3097009 3097592 3098317 3099423 3100468 3101907 3103203 3104870 3108814 3108886 3109227 3118027 3119630 3120137 3120610 3120788 3121782 3121966 3125450 3125873 3126433 
007365	TH110	0701976	2	0892947 1045484 1153904 3061917 3079915 3085846 3095417 3109335 3110898 3119048 3151195 3165225 3178019 3203791 3205138 3209832 3214899 3215635 3217434 3217667 3218335 3219685 3219719 3219786 3226387 3228778 3232225 3232322 3233348 3236537 3239030 3249531 3252374 3256812 3257376 3260308 3264020 3283446 3293645 3299552 3304723 3314945 3315776 3316819 3322107 3323644 3329671 3330926 3332421 3332425 
012107	TAYF	0031619	19	0892947 1012362 1080806 1136656 3065488 3095396 3101150 3322663 
001249	TAYE	0031388	19	0898104 1058203 1070296 1070620 1072725 1073523 1079503 1080204 1084538 1085421 1087579 1093772 1095813 1107899 1122236 1126437 1130377 1153036 1162493 3064715 3077943 3100011 
005247	TAYSEM	3310303	34	0898104 1032290 1058154 1155748 3077505 3122857 3185376 
005263	TAYC	3090017	38	0898104 1057174 1069487 1085971 1112411 1162423 1162792 1163883 3057399 3063735 3066992 3067793 3069585 3073483 3080142 3089115 3100385 3155201 3209784 3216013 3322663 
006049	PK336	0207327	12	0901284 0950914 1001389 1047770 1073075 1075264 1086556 1143387 1153554 3064630 3065016 3065591 3066088 3069894 3079774 3079871 3085421 3088390 3092830 
001195	PK127	0031471	34	0903788 1049144 1070620 1078869 1124340 1163179 3069758 3079872 3123316 3209294 3217408 3232625 
001750	GOAUD	0416447	40	0903788 1119061 1150429 3081927 3094263 3122181 3175457 3211643 3217540 3329757 
002657	TAYB	0138190	19	0908849 1161763 3205138 3214129 3221081 3303921 
001842	PK229	0031557	57	0910971 1057570 1074737 1075264 1077528 1080382 1080980 1081304 1082986 1085466 1087351 1088236 1096573 1096638 1143180 1155110 1161679 1161804 1162384 3057362 3061134 3066589 3077935 3079866 3082073 3083995 3084075 3084853 3087231 3088047 3091218 3091870 3092333 3092830 3098224 3098983 3120137 3211396 3212293 3213217 3213402 3215666 3307517 
001893	PK227	0898918	19	0910971 1009914 1057174 1060971 1076479 1091481 1143121 1150429 1163245 
006546	CARP17	0031478	28	0910971 3067133 3071694 3083995 3099375 3152571 3329964 
001474	CARP13	0853792	19	0940115 1003163 1079349 1090632 1133031 1162390 1164777 
004856	CARP13	0053518	7	0940115 1068953 1154430 3065289 3068911 3073014 3093100 3095306 3211335 
